academicUnit,code,title,credit,webEnabled,levels,availableSeats,capacity,waitlistAvailable,mediumOfInstruction,detailAvailable
Marketing,GE2220,Sustainable Business: Doing Good Business While Doing Good,3,true,B,19,240,N,,true
Marketing,GE2240,Sustainable Development in China and its Global Impact,3,true,B,15,160,N,,true
Management Sciences,GE2202,Globalization and Business,3,true,B,12,80,N,,true
Management Sciences,GE2213,Understanding Uncertainty and Statistical Reasoning,3,true,"A,B",1,360,N,,true
Public Policy,GE1109,Values and Justice in the Contemporary World,3,true,B,0,40,N,,true
Public Policy,GE1117,Music and Human Values: Philosophical Investigations,3,true,B,2,45,N,,true
Public Policy,GE1120,Thinking Philosophically: Bridging the Gap between Arts and Sciences,3,true,B,0,40,N,,true
Public Policy,GE1218,Make a Difference: The Challenge of Social Entrepreneurship in a Globalized World,3,true,B,2,90,N,,true
Public Policy,GE1220,Enhancing Your Service Leadership for the 21st Century,3,true,B,0,90,N,,true
Public Policy,GE2101,Rational Thinking and Creative Ideas,3,true,B,2,205,N,,true
Public Policy,GE2106,Philosophy and Life: A Dialogue,3,true,B,0,40,N,,true
Public Policy,GE2210,China: A Socio-Political Transformation,3,true,"A,B",28,100,N,,true
Systems Engg and Engg Mgt,GE1208,Communication and Teamwork,3,true,"A,B",1,60,N,,true
Systems Engg and Engg Mgt,GE1326,Common Accidents in Modern Day City Life - Inevitable? Preventable?,3,true,B,0,140,N,,true
Systems Engg and Engg Mgt,GE2319,Industrial Engineering and Management of Modern Enterprises,3,true,B,3,40,N,,true
Systems Engg and Engg Mgt,GE2328,Understanding and Improving Enterprises for Future Leaders,3,true,B,3,100,N,,true
School of Creative Media,GE1102,Cinema: East and West,3,true,B,-1,76,N,,true
School of Creative Media,GE1110,Exploring Contemporary Art,3,true,"A,B",5,181,N,,true
School of Creative Media,GE1113,Visual Storytelling and Cultural Thinking,3,true,"A,B",2,100,N,,true
School of Creative Media,GE1127,Money and Art: Exchange and Transaction As Themes in Art-works,3,true,"A,B",6,60,N,,true
School of Creative Media,GE1128,Music for Film,3,true,"A,B",0,60,N,,true
School of Creative Media,GE1129,Creative Photography,3,true,"A,B",0,76,N,,true
School of Creative Media,GE4102,"Video Game: History, Industry, Society, and Creativity",3,true,B,0,90,N,,true
School of Creative Media,GE4103,"Technologies in Art, Science and Everyday Life",3,true,B,4,40,N,,true
Applied Social Sciences,GE2109,"Love, Sex, and Relationships: Psychological Perspectives",3,true,B,7,360,N,,true
Applied Social Sciences,GE2129,Psychology for Young Professionals,3,true,B,15,420,N,,true
Applied Social Sciences,GE2211,"Sexuality, Culture and Diversity",3,true,B,0,81,N,,true
Applied Social Sciences,GE2218,Career Excellence in the 21st Century,3,true,B,1,60,N,,true
Applied Social Sciences,GE2221,Violence and Crime,3,true,B,3,220,N,,true
Applied Social Sciences,GE2223,Interpersonal Skills and Positive Personal Development,3,true,B,1,160,N,,true
Applied Social Sciences,GE2226,Ageing Society: Hong Kong and Beyond,3,true,B,6,100,N,,true
