academicUnit,code,title,credit,webEnabled,levels,availableSeats,capacity,waitlistAvailable,mediumOfInstruction,detailAvailable
School of Law,GE1214,Citizens and Criminal Justice,3,true,B,2,100,N,,true
Information Systems,GE1206,Accelerating Professional Growth on the Web,3,true,"A,B",3,240,N,,true
Information Systems,GE2242,Conducting Online Commerce in China,3,true,B,5,80,N,,true
Mathematics,GE1327,Navigating Risk,3,true,B,3,60,N,,true
Mechanical and Biomedical Engg,GE1324,Creating Your Smart Home,3,true,B,3,91,N,,true
Mechanical and Biomedical Engg,GE1325,From Ideas to Innovative Design,3,true,B,6,50,N,,true
Mechanical and Biomedical Engg,GE1329,From Small Inventions to Big Successes,3,true,B,4,120,N,,true
Mechanical and Biomedical Engg,GE1330,Learning from Nature,3,true,B,3,104,N,,true
Mechanical and Biomedical Engg,GE1334,New Materials in the 21st Century,3,true,B,40,120,N,,true
Mechanical and Biomedical Engg,GE1335,Sports Biomechanics - The Science to Up Your Game,3,true,B,3,60,N,,true
Mechanical and Biomedical Engg,GE2301,Science and Technology: From Past to Future,3,true,"A,B",0,55,N,,true
Mechanical and Biomedical Engg,GE2320,Robots in Our Life: How Applications of Robots Affect Our Life and Society,3,true,B,7,71,N,,true
Management,GE1216,"Loving Work, Working to Love",3,true,"A,B",2,70,N,,true
Management,GE1217,Competition and Cooperation in Diverse Contexts,3,true,"A,B",35,60,N,,true
Management,GE2204,Business Ethics and Society,3,true,"A,B",14,60,N,,true
Management,GE2212,Contemporary Business Communication,3,true,"A,B",1,70,N,,true
Management,GE2231,"Business, Media and Society",3,true,"A,B",4,70,N,,true
Management,GE2232,Knowing Ourselves Better in Work and Life,3,true,"A,B",0,120,N,,true
Management,GE2237,Business and Hong Kong Society,3,true,"A,B",24,70,N,,true
Marketing,GE1207,Organizational and Personal Image Management,3,true,"A,B",0,50,N,,true
Marketing,GE2209,Market Developments in China,3,true,B,-3,208,N,,true
Marketing,GE2220,Sustainable Business: Doing Good Business While Doing Good,3,true,B,3,405,N,,true
Marketing,GE2240,Sustainable Development in China and its Global Impact,3,true,B,0,60,N,,true
Management Sciences,GE2202,Globalization and Business,3,true,B,1,80,N,,true
Management Sciences,GE2213,Understanding Uncertainty and Statistical Reasoning,3,true,"A,B",3,219,N,,true
Public Policy,GE1109,Values and Justice in the Contemporary World,3,true,B,1,40,N,,true
Public Policy,GE1117,Music and Human Values: Philosophical Investigations,3,true,B,0,43,N,,true
Public Policy,GE1120,Thinking Philosophically: Bridging the Gap between Arts and Sciences,3,true,B,0,40,N,,true
Public Policy,GE1218,Make a Difference: The Challenge of Social Entrepreneurship in a Globalized World,3,true,B,2,93,N,,true
Public Policy,GE1220,Enhancing Your Service Leadership for the 21st Century,3,true,B,2,90,N,,true
Public Policy,GE2101,Rational Thinking and Creative Ideas,3,true,B,7,121,N,,true
Public Policy,GE2106,Philosophy and Life: A Dialogue,3,true,B,0,41,N,,true
Systems Engg and Engg Mgt,GE1208,Communication and Teamwork,3,true,"A,B",2,114,N,,true
Systems Engg and Engg Mgt,GE1326,Common Accidents in Modern Day City Life - Inevitable? Preventable?,3,true,B,2,119,N,,true
School of Creative Media,GE1102,Cinema: East and West,3,true,B,-2,81,N,,true
School of Creative Media,GE1110,Exploring Contemporary Art,3,true,"A,B",4,200,N,,true
School of Creative Media,GE1113,Visual Literacy and Cultural Thinking,3,true,"A,B",3,105,N,,true
School of Creative Media,GE1127,Money and Art: Exchange and Transaction As Themes in Art-works,3,true,"A,B",1,65,N,,true
School of Creative Media,GE1128,Music for Film,3,true,"A,B",1,70,N,,true
School of Creative Media,GE4102,"Video Game: History, Industry, Society, and Creativity",3,true,B,2,180,N,,true
Applied Social Sciences,GE2109,"Love, Sex, and Relationships: Psychological Perspectives",3,true,B,3,120,N,,true
Applied Social Sciences,GE2203,Psychology for Young Professionals,3,true,B,7,590,N,,true
Applied Social Sciences,GE2218,Career Excellence in the 21st Century,3,true,B,1,60,N,,true
Applied Social Sciences,GE2221,Violence and Crime,3,true,B,8,275,N,,true
Applied Social Sciences,GE2226,Ageing Society: Hong Kong and Beyond,3,true,B,9,100,N,,true
