academicUnit,code,title,credit,webEnabled,levels,availableSeats,capacity,waitlistAvailable,mediumOfInstruction,detailAvailable
Chinese and History,GE1112,Chán Culture and Contemporary Society,3,true,"A,B",9,100,N,,true
Chinese and History,GE1114,Women's Lives in Chinese History,3,true,"A,B",6,50,N,,true
Chinese and History,GE1501,Chinese Civilisation - History and Philosophy,3,true,"A,B",32,961,N,,true
Chinese and History,GE2103,Appreciating Masterpieces of Western Culture,3,true,"A,B",30,60,N,,true
Media and Communication,GE1223,Public Health Communication,3,true,"A,B",3,120,N,,true
Media and Communication,GE1224,Graffiti as Graphic and Global Communication,3,true,B,25,120,N,,true
Media and Communication,GE2225,Media and Consumption: Food and Fashion in Everyday Life,3,true,B,3,120,N,,true
Media and Communication,GE3201,China in the Eyes of World Media,3,true,B,77,120,N,,true
Computer Science,GE2315,Security and Privacy in the Information Age,3,true,"A,B",1,150,N,,true
Computer Science,GE2323,"Mobile Social Networks: Practices, Challenges, and Beyond",3,true,"A,B",3,150,N,,true
Computer Science,GE2324,The Art and Science of Data,3,true,"A,B",3,60,N,,true
Computer Science,GE2326,Probability in Action: From the Unfinished Game to the Modern World,3,true,"A,B",2,60,N,,true
Sch of Energy and Environment,GE1301,Climate Change and Extreme Weather,3,true,"A,B",0,60,N,,true
Sch of Energy and Environment,GE1337,Urban Green City: Pollution and Solution,3,true,B,1,40,N,,true
Electronic Engineering,GE1322,"Brain Machine Interface: Technology, Culture, and Society",3,true,B,66,195,N,,true
Electronic Engineering,GE1331,Problem Solving Made Easy,3,true,B,6,105,N,,true
Electronic Engineering,GE1347,Technology and the Land Trekking Adventurer,3,true,B,7,62,N,,true
Electronic Engineering,GE2316,"Computing Snapshot, Today and Tomorrow",3,true,B,4,220,N,,true
Electronic Engineering,GE2318,From Ancient Wisdom to Modern Science,3,true,B,108,190,N,,true
Economics & Finance,GE1202,Managing Your Personal Finance,3,true,B,30,240,N,,true
Economics & Finance,GE1205,Green Economics,3,true,B,3,160,N,,true
Economics & Finance,GE2229,Uncovering the Global Economy through News,3,true,B,5,80,N,,true
English,GE1401,University English,3,true,B,74,1700,N,,true
English,GE2105,Popular Culture,3,true,"A,B",2,60,N,,true
English,GE2108,Literature in Our Lives,3,true,"A,B",2,60,N,,true
English,GE2216,New Literacies in the Information Age,3,true,"A,B",25,60,N,,true
English,GE2401,English for Science,3,true,B,16,125,N,,true
English,GE2402,English for Business Communication,3,true,B,32,350,N,,true
English,GE2404,Asian Literature in English,3,true,B,1,125,N,,true
English,GE2405,Creative Writing,3,true,B,6,75,N,,true
English,GE2407,"Reading Lives, Writing Selves: Autobiography and Culture",3,true,B,8,75,N,,true
English,GE2408,Travel Writing: Discovery and Experience,3,true,B,1,151,N,,true
English,GE2409,Words and Images: Reading and Writing in the 21st Century,3,true,B,2,50,N,,true
English,GE2410,English for Engineering,3,true,B,11,300,N,,true
English,GE3401,Exploring English Cinema,3,true,B,47,200,N,,true
Information Systems,GE1201,Information Management and Its Social Impact,3,true,"A,B",5,80,N,,true
Information Systems,GE1206,Accelerating Professional Growth on the Web,3,true,"A,B",4,240,N,,true
Information Systems,GE1212,Building Personal and Firm Images in the Digital Society,3,true,B,1,66,N,,true
Information Systems,GE2242,Conducting Online Commerce in China,3,true,B,52,160,N,,true
Linguistics and Translation,GE1132,"Mind, Brain and Language: How Are Human Beings Special?",3,true,B,2,80,N,,true
Linguistics and Translation,GE2122,"The Cantonese Language in Use: Language, Grammar and Culture",3,true,"A,B",20,123,N,,true
Linguistics and Translation,GE2125,"The Bible: Its History, Literature, and Influence",3,true,B,1,120,N,,true
Mathematics,GE1327,Navigating Risk,3,true,B,67,102,N,,true
Mechanical and Biomedical Engg,GE1325,From Ideas to Innovative Design,3,true,B,4,45,N,,true
Mechanical and Biomedical Engg,GE1330,Learning from Nature,3,true,B,1,97,N,,true
Mechanical and Biomedical Engg,GE1334,New Materials in the 21st Century,3,true,B,61,97,N,,true
Mechanical and Biomedical Engg,GE1344,Nutrition and Wellness,3,true,B,17,97,N,,true
Mechanical and Biomedical Engg,GE2301,Science and Technology: From Past to Future,3,true,"A,B",2,54,N,,true
Mechanical and Biomedical Engg,GE2320,Robots in Our Life: How Applications of Robots Affect Our Life and Society,3,true,B,15,38,N,,true
Management,GE2204,Business Ethics and Society,3,true,"A,B",50,80,N,,true
Management,GE2212,Contemporary Business Communication,3,true,"A,B",45,80,N,,true
Management,GE2231,"Business, Media and Society",3,true,"A,B",6,80,N,,true
Management,GE2249,Maximising the Study Abroad Experience,3,true,B,56,80,N,,true
Management,GE2254,Competition and Cooperation in Diverse Contexts,3,true,"A,B",61,80,N,,true
Management,GE3204,Business and Hong Kong Society,3,true,B,25,80,N,,true
Marketing,GE1207,Organizational and Personal Image Management,3,true,"A,B",0,40,N,,true
Marketing,GE1225,Become a Smart and Responsible Consumer,3,true,B,3,160,N,,true
Marketing,GE2209,Market Developments in China,3,true,B,3,160,N,,true
Marketing,GE2220,Sustainable Business: Doing Good Business While Doing Good,3,true,B,2,80,N,,true
Management Sciences,GE2202,Globalization and Business,3,true,B,2,80,N,,true
Management Sciences,GE2213,Understanding Uncertainty and Statistical Reasoning,3,true,"A,B",111,240,N,,true
Public Policy,GE1117,Music and Human Values: Philosophical Investigations,3,true,B,0,45,N,,true
Public Policy,GE1218,Make a Difference: The Challenge of Social Entrepreneurship in a Globalized World,3,true,B,1,80,N,,true
Public Policy,GE2101,Rational Thinking and Creative Ideas,3,true,B,0,135,N,,true
Public Policy,GE2106,Philosophy and Life: A Dialogue,3,true,B,1,45,N,,true
Public Policy,GE2210,China: A Socio-Political Transformation,3,true,"A,B",64,100,N,,true
Public Policy,GE2246,Changing Our Society: Turning Social Problems into Business Opportunities,3,true,B,3,80,N,,true
Systems Engg and Engg Mgt,GE1326,Common Accidents in Modern Day City Life - Inevitable? Preventable?,3,true,B,1,140,N,,true
Systems Engg and Engg Mgt,GE2304,Innovation and Entrepreneurship for Young Professionals,3,true,B,29,50,N,,true
Systems Engg and Engg Mgt,GE2319,Industrial Engineering and Management of Modern Enterprises,3,true,B,38,48,N,,true
Systems Engg and Engg Mgt,GE2328,Understanding and Improving Enterprises for Future Leaders,3,true,B,41,90,N,,true
School of Creative Media,GE1110,Exploring Contemporary Art,3,true,"A,B",10,180,N,,true
School of Creative Media,GE1113,Visual Storytelling and Cultural Thinking,3,true,"A,B",2,100,N,,true
School of Creative Media,GE1127,Money and Art: Exchange and Transaction As Themes in Art-works,3,true,"A,B",4,60,N,,true
School of Creative Media,GE1128,Music for Film,3,true,"A,B",0,60,N,,true
School of Creative Media,GE1129,Creative Photography,3,true,"A,B",1,80,N,,true
School of Creative Media,GE1130,Introduction to Digital Media,3,true,B,0,87,N,,true
School of Creative Media,GE3106,Documentary and Everyday Urban Life,3,true,"A,B",4,60,N,,true
School of Creative Media,GE4102,"Video Game: History, Industry, Society, and Creativity",3,true,B,1,62,N,,true
Applied Social Sciences,GE1134,Movies and Psychology,3,true,B,0,20,N,,true
Applied Social Sciences,GE1226,Youth in a Changing Society,3,true,B,0,10,N,,true
Applied Social Sciences,GE2109,"Love, Sex, and Relationships: Psychological Perspectives",3,true,B,4,120,N,,true
Applied Social Sciences,GE2129,Psychology for Young Professionals,3,true,B,10,420,N,,true
Applied Social Sciences,GE2211,"Sexuality, Culture and Diversity",3,true,B,3,80,N,,true
Applied Social Sciences,GE2218,Career Excellence in the 21st Century,3,true,B,1,60,N,,true
Applied Social Sciences,GE2221,Violence and Crime,3,true,B,4,242,N,,true
Applied Social Sciences,GE2223,Interpersonal Skills and Positive Personal Development,3,true,B,1,40,N,,true
Applied Social Sciences,GE2226,Ageing Society: Hong Kong and Beyond,3,true,B,30,100,N,,true
