academicUnit,code,title,credit,webEnabled,levels,availableSeats,capacity,waitlistAvailable,mediumOfInstruction,detailAvailable
Mechanical and Biomedical Engg,GE1335,Sports Biomechanics - The Science to Up Your Game,3,true,B,1,40,N,,true
Mechanical and Biomedical Engg,GE1340,"Materials, Civilization and Modern Development",3,true,B,2,56,N,,true
Mechanical and Biomedical Engg,GE2321,"Health, Safety and Environment",3,true,B,0,95,N,,true
Management,GE2204,Business Ethics and Society,3,true,"A,B",61,80,N,,true
Marketing,GE1207,Organizational and Personal Image Management,3,true,"A,B",0,50,N,,true
Marketing,GE2209,Market Developments in China,3,true,B,95,160,N,,true
Marketing,GE2220,Sustainable Business: Doing Good Business While Doing Good,3,true,B,31,80,N,,true
Management Sciences,GE2202,Globalization and Business,3,true,B,36,85,N,,true
Management Sciences,GE2213,Understanding Uncertainty and Statistical Reasoning,3,true,"A,B",80,120,N,,true
Public Policy,GE1109,Values and Justice in the Contemporary World,3,true,B,2,45,N,,true
Public Policy,GE1118,Philosophy Goes to the Movies,3,true,B,1,45,N,,true
Public Policy,GE1120,Thinking Philosophically: Bridging the Gap between Arts and Sciences,3,true,B,19,45,N,,true
Public Policy,GE1122,Animals and Animal Welfare: An Interdisciplinary Approach,3,true,B,0,40,N,,true
Public Policy,GE1220,Enhancing Your Service Leadership for the 21st Century,3,true,B,1,70,N,,true
Public Policy,GE2101,Rational Thinking and Creative Ideas,3,true,B,0,88,N,,true
Public Policy,GE2106,Philosophy and Life: A Dialogue,3,true,B,4,45,N,,true
Public Policy,GE2210,China: A Socio-Political Transformation,3,true,"A,B",63,80,N,,true
Public Policy,GE2244,"The Hidden City: Space, Power and Social Processes in Hong Kong",3,true,B,0,40,N,,true
Col of Science & Engineering,GE1319,Interdisiplinary Research for Smart Professionals,3,true,"A,B",15,36,N,,true
Systems Engg and Engg Mgt,GE1208,Communication and Teamwork,3,true,"A,B",1,85,N,,true
Systems Engg and Engg Mgt,GE1326,Common Accidents in Modern Day City Life - Inevitable? Preventable?,3,true,B,-10,106,N,,true
School of Creative Media,GE1110,Exploring Contemporary Art,3,true,"A,B",24,160,N,,true
School of Creative Media,GE1113,Visual Storytelling and Cultural Thinking,3,true,"A,B",4,100,N,,true
School of Creative Media,GE1129,Creative Photography,3,true,"A,B",1,80,N,,true
School of Creative Media,GE1336,Wearable Technology: Future Fashion and Textile,3,true,B,2,40,N,,true
School of Creative Media,GE2131,Humour and Everyday Life,3,true,B,0,36,N,,true
School of Creative Media,GE4102,"Video Game: History, Industry, Society, and Creativity",3,true,B,0,80,N,,true
Applied Social Sciences,GE1134,Movies and Psychology,3,true,B,0,20,N,,true
Applied Social Sciences,GE1226,Youth in a Changing Society,3,true,B,-3,20,N,,true
Applied Social Sciences,GE2109,"Love, Sex, and Relationships: Psychological Perspectives",3,true,B,16,295,N,,true
Applied Social Sciences,GE2129,Psychology for Young Professionals,3,true,B,22,360,N,,true
Applied Social Sciences,GE2130,Happiness: An Interdisciplinary Perspective,3,true,B,6,80,N,,true
Applied Social Sciences,GE2211,"Sexuality, Culture and Diversity",3,true,B,0,82,N,,true
Applied Social Sciences,GE2218,Career Excellence in the 21st Century,3,true,B,0,60,N,,true
Applied Social Sciences,GE2221,Violence and Crime,3,true,B,3,235,N,,true
Applied Social Sciences,GE2223,Interpersonal Skills and Positive Personal Development,3,true,B,0,40,N,,true
