academicUnit,code,title,credit,webEnabled,levels,availableSeats,capacity,waitlistAvailable,mediumOfInstruction,detailAvailable
Chinese Civilisation Centre,GE1112,Chán Culture and Contemporary Society,3,true,"A,B",5,52,N,,true
Chinese Civilisation Centre,GE1114,Women's Lives in Chinese History,3,true,"A,B",4,100,N,,true
Chinese Civilisation Centre,GE1115,Christianity and Chinese Culture,3,true,"A,B",5,77,N,,true
Chinese Civilisation Centre,GE1124,Modern Applications of Chinese Classical Poetry,3,true,"A,B",5,50,N,,true
Chinese Civilisation Centre,GE1125,Architecture and Space in Chinese Culture,3,true,"A,B",2,30,N,,true
Chinese Civilisation Centre,GE1501,Chinese Civilisation - History and Philosophy,3,true,"A,B",31,1077,N,,true
Col of Liberal Arts & Soc Sci,GE2111,Image of the City,3,true,B,0,100,N,,true
Media and Communication,GE1210,Celebrities and Scandals: Contemporary Issues in Hong Kong Popular Culture,3,true,B,6,120,N,,true
Media and Communication,GE2225,Media and Consumption: Food and Fashion in Everyday Life,3,true,B,4,140,N,,true
Media and Communication,GE3201,China in the Eyes of World Media,3,true,B,105,140,N,,true
Media and Communication,GE3202,Citizen Journalism and Civil Society,3,true,"A,B",3,140,N,,true
Computer Science,GE2313,Global IT Case Studies,3,true,"A,B",2,120,N,,true
Computer Science,GE2315,Security and Privacy in the Information Age,3,true,"A,B",2,210,N,,true
Computer Science,GE2323,"Mobile Social Networks: Practices, Challenges, and Beyond",3,true,"A,B",23,90,N,,true
"Chinese, Transl & Linguistics",GE1121,"The Japanese Way of Tea: History, Arts, Architecture and Philosophy",3,true,B,1,120,N,,true
"Chinese, Transl & Linguistics",GE2103,Appreciating Masterpieces of Western Culture,3,true,"A,B",7,60,N,,true
"Chinese, Transl & Linguistics",GE2112,"Vampires, Monsters & Teen Demons:Representn of the Dark Side of the Mind in Literature & Pop Culture",3,true,"A,B",1,140,N,,true
"Chinese, Transl & Linguistics",GE2117,"Eat, Drink, Man, Woman: Cultural Identity of Koreans",3,true,B,2,120,N,,true
"Chinese, Transl & Linguistics",GE2120,Asian Values and Managerial Practices,3,true,B,6,80,N,,true
"Chinese, Transl & Linguistics",GE2122,"The Cantonese Language in Use: Language, Grammar and Culture",3,true,"A,B",3,80,N,,true
"Chinese, Transl & Linguistics",GE2124,The World through Languages,3,true,"A,B",29,120,N,,true
"Chinese, Transl & Linguistics",GE3102,Cultural Flows in East Asia,3,true,B,0,40,N,,true
"Chinese, Transl & Linguistics",GE3105,The Nuclear Imagination: Japan and Beyond,3,true,B,9,40,N,,true
Sch of Energy and Environment,GE1301,Climate Change and Extreme Weather,3,true,"A,B",1,80,N,,true
Sch of Energy and Environment,GE1308,Energy: Today and Tomorrow,3,true,"A,B",0,80,N,,true
Sch of Energy and Environment,GE1337,Urban Green City: Pollution and Solution,3,true,B,0,40,N,,true
Electronic Engineering,GE1314,Ironman: The Art and Science of Robots in Our Society,3,true,B,7,150,N,,true
Electronic Engineering,GE1331,Problem Solving Made Easy,3,true,B,0,100,N,,true
Electronic Engineering,GE1339,Wireless Connectivity in Modern Society,3,true,B,19,200,N,,true
Electronic Engineering,GE2316,"Computing Snapshot, Today and Tomorrow",3,true,B,5,200,N,,true
Electronic Engineering,GE2317,Integrating Green Energy into Society,3,true,B,12,200,N,,true
Economics & Finance,GE1205,Green Economics,3,true,B,2,327,N,,true
Economics & Finance,GE2208,China in the Global Economy,3,true,"A,B",90,120,N,,true
Economics & Finance,GE2224,World Economic History: Europe and China,3,true,B,20,75,N,,true
Economics & Finance,GE2229,Uncovering the Global Economy through News,3,true,B,70,193,N,,true
English,GE1401,University English,3,true,B,189,1550,N,,true
English,GE2108,Literature in Our Lives,3,true,"A,B",11,60,N,,true
English,GE2115,America: Peoples and Cultures of the United States,3,true,"A,B",0,60,N,,true
English,GE2222,"Sports, Culture and Society",3,true,B,1,60,N,,true
English,GE2401,English for Science,3,true,B,29,225,N,,true
English,GE2402,English for Business Communication,3,true,B,171,975,N,,true
English,GE2405,Creative Writing,3,true,B,31,125,N,,false
English,GE2406,Shakespeare: Introduction to Genius,3,true,B,9,76,N,,false
English,GE2407,"Reading Lives, Writing Selves: Autobiography and Culture",3,true,B,24,151,N,,false
English,GE2408,Travel Writing: Discovery and Experience,3,true,B,1,101,N,,true
English,GE2409,Words and Images: Reading and Writing in the 21st Century,3,true,B,2,76,N,,true
English,GE2410,English for Engineering,3,true,B,15,550,N,,true
English,GE2411,Legal English,3,true,B,3,58,N,,true
English,GE3401,Exploring English Cinema,3,true,B,20,327,N,,false
School of Law,GE1126,Law for Smart Consumers,3,true,B,1,200,N,,true
School of Law,GE1214,Citizens and Criminal Justice,3,true,B,1,150,N,,true
Information Systems,GE1201,Information Management and Its Social Impact,3,true,"A,B",24,240,N,,true
Information Systems,GE1203,Managing Fitness in the 21st Century,3,true,"A,B",0,30,N,,true
Information Systems,GE1212,Building Personal and Firm Images in the Digital Society,3,true,B,46,80,N,,true
Information Systems,GE2242,Conducting Online Commerce in China,3,true,B,4,50,N,,true
Mathematics,GE1327,Navigating Risk,3,true,B,26,120,N,,true
Mechanical and Biomedical Engg,GE1321,Our Life in the Nuclear Age,3,true,B,1,55,N,,true
Mechanical and Biomedical Engg,GE1340,"Materials, Civilization and Modern Development",3,true,B,5,80,N,,true
Mechanical and Biomedical Engg,GE2301,Science and Technology: From Past to Future,3,true,"A,B",0,55,N,,true
Mechanical and Biomedical Engg,GE2320,Robots in Our Life: How Applications of Robots Affect Our Life and Society,3,true,B,52,80,N,,true
Mechanical and Biomedical Engg,GE2321,"Health, Safety and Environment",3,true,B,0,103,N,,true
Management,GE1216,"Loving Work, Working to Love",3,true,"A,B",30,180,N,,true
Management,GE2212,Contemporary Business Communication,3,true,"A,B",34,75,N,,true
Marketing,GE1207,Organizational and Personal Image Management,3,true,"A,B",1,50,N,,true
Marketing,GE2209,Market Developments in China,3,true,B,39,200,N,,true
Marketing,GE2220,Sustainable Business: Doing Good Business While Doing Good,3,true,B,103,240,N,,true
Management Sciences,GE2202,Globalization and Business,3,true,B,54,85,N,,true
Management Sciences,GE2213,Understanding Uncertainty and Statistical Reasoning,3,true,"A,B",1,240,N,,true
Management Sciences,GE2236,Understanding Energy-Environmental Policies,3,true,B,3,36,N,,true
Public Policy,GE1109,Values and Justice in the Contemporary World,3,true,B,2,80,N,,true
Public Policy,GE1118,Philosophy Goes to the Movies,3,true,B,2,85,N,,true
Public Policy,GE1120,Thinking Philosophically: Bridging the Gap between Arts and Sciences,3,true,B,0,40,N,,true
Public Policy,GE1218,Make a Difference: The Challenge of Social Entrepreneurship in a Globalized World,3,true,B,36,98,N,,true
Public Policy,GE1220,Enhancing Your Service Leadership for the 21st Century,3,true,B,8,93,N,,true
Public Policy,GE2101,Rational Thinking and Creative Ideas,3,true,B,-2,125,N,,true
Public Policy,GE2210,China: A Socio-Political Transformation,3,true,"A,B",37,90,N,,true
Col of Science & Engineering,GE1319,Interdisiplinary Research for Smart Professionals,3,true,"A,B",9,60,N,,true
Systems Engg and Engg Mgt,GE1208,Communication and Teamwork,3,true,"A,B",11,120,N,,true
Systems Engg and Engg Mgt,GE1326,Common Accidents in Modern Day City Life - Inevitable? Preventable?,3,true,B,0,116,N,,true
Systems Engg and Engg Mgt,GE2304,Innovation and Entrepreneurship for Young Professionals,3,true,B,3,100,N,,true
Systems Engg and Engg Mgt,GE2319,Industrial Engineering and Management of Modern Enterprises,3,true,B,86,100,N,,true
Systems Engg and Engg Mgt,GE2328,Understanding and Improving Enterprises for Future Leaders,3,true,B,82,100,N,,true
School of Creative Media,GE1102,Cinema: East and West,3,true,B,1,78,N,,true
School of Creative Media,GE1110,Exploring Contemporary Art,3,true,"A,B",13,270,N,,true
School of Creative Media,GE1113,Visual Literacy and Cultural Thinking,3,true,"A,B",1,125,N,,true
School of Creative Media,GE1128,Music for Film,3,true,"A,B",3,150,N,,true
School of Creative Media,GE1336,Wearable Technology: Future Fashion and Textile,3,true,B,2,40,N,,true
School of Creative Media,GE4102,"Video Game: History, Industry, Society, and Creativity",3,true,B,2,210,N,,true
School of Creative Media,GE4103,"Technologies in Art, Science and Everyday Life",3,true,B,13,40,N,,true
Applied Social Sciences,GE2109,"Love, Sex, and Relationships: Psychological Perspectives",3,true,B,1,60,N,,true
Applied Social Sciences,GE2203,Psychology for Young Professionals,3,true,B,288,660,N,,true
Applied Social Sciences,GE2211,"Sexuality, Culture and Diversity",3,true,B,-1,80,N,,true
Applied Social Sciences,GE2218,Career Excellence in the 21st Century,3,true,B,-1,120,N,,true
Applied Social Sciences,GE2221,Violence and Crime,3,true,B,3,340,N,,true
