academicUnit,code,title,credit,webEnabled,levels,availableSeats,capacity,waitlistAvailable,mediumOfInstruction,detailAvailable
Public & Social Administration,GE1117,Music and Human Values: Philosophical Investigations,3,true,B,1,40,N,,true
Public & Social Administration,GE1118,Philosophy Goes to the Movies,3,true,B,10,80,N,,true
Public & Social Administration,GE1218,Make a Difference: The Challenge of Social Entrepreneurship in a Globalized World,3,true,B,3,90,N,,true
Public & Social Administration,GE1220,Enhancing Your Service Leadership for the 21st Century,3,true,B,6,90,N,,true
Public & Social Administration,GE2101,Rational Thinking and Creative Ideas,3,true,B,2,120,N,,true
Public & Social Administration,GE2217,Power and Politics,3,true,B,7,45,N,,true
Col of Science & Engineering,GE1319,Interdisiplinary Research for Smart Professionals,3,true,"A,B",95,120,N,,true
Systems Engg and Engg Mgt,GE1208,Communication and Teamwork,3,true,"A,B",3,100,N,,true
Systems Engg and Engg Mgt,GE1326,Common Accidents in Modern Day City Life - Inevitable? Preventable?,3,true,B,0,100,N,,true
Systems Engg and Engg Mgt,GE2304,Innovation and Entrepreneurship for Young Professionals,3,true,B,21,95,N,,true
Systems Engg and Engg Mgt,GE2319,Industrial Engineering and Management of Modern Enterprises,3,true,B,85,100,N,,true
School of Creative Media,GE1102,Cinema: East and West,3,true,B,2,75,N,,true
School of Creative Media,GE1110,Exploring Contemporary Art,3,true,"A,B",20,180,N,,true
School of Creative Media,GE1113,Visual Literacy and Cultural Thinking,3,true,"A,B",4,100,N,,true
School of Creative Media,GE1127,Money and Art: Exchange and Transaction As Themes in Art-works,3,true,"A,B",46,80,N,,true
School of Creative Media,GE4102,"Video Game: History, Industry, Society, and Creativity",3,true,B,0,150,N,,true
Applied Social Sciences,GE2109,"Love, Sex, and Relationships: Psychological Perspectives",3,true,B,5,300,N,,true
Applied Social Sciences,GE2203,Psychology for Young Professionals,3,true,B,9,475,N,,true
Applied Social Sciences,GE2211,"Sexuality, Culture and Diversity",3,true,B,1,80,N,,true
Applied Social Sciences,GE2218,Career Excellence in the 21st Century,3,true,B,3,75,N,,true
Applied Social Sciences,GE2219,Islam and the Contemporary World,3,true,B,29,60,N,,true
Applied Social Sciences,GE2221,Violence and Crime,3,true,B,2,195,N,,true
Applied Social Sciences,GE2223,Interpersonal Skills and Positive Personal Development,3,true,B,6,360,N,,true
Applied Social Sciences,GE2226,Ageing Society: Hong Kong and Beyond,3,true,B,1,100,N,,true
